Workshop Activity: Circuit Blocks,Science Garage,2016-05-23,14:00,120
Workshop Activity: Circuit Blocks,Science Garage,2016-05-21,17:00,120
Take a Spin on the Multi-Axis Trainer,Body Fantastic,2016-05-23,10:45,60
Take a Spin on the Multi-Axis Trainer,Body Fantastic,2016-05-23,15:15,60
Exploration Station: Code-Breaking,Bridge,2016-05-23,13:30,120
Exploration Station: Glove Gardens,Environment Gallery,2016-05-23,10:45,60
Exploration Station: Human Body,Body Fantastic,2016-05-23,12:30,120
Meet a prawn at the Touch Tank,Environment Gallery,2016-05-23,12:45,30
Meet a seastar at the Touch Tank,Environment Gallery,2016-05-23,16:30,30
Science on a Sphere show - Wildfires,Environment Gallery,2016-05-23,12:00,30
Science on a Sphere show - Wildfires,Environment Gallery,2016-05-23,14:15,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-23,13:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-23,14:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-23,15:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-23,16:00,45
The Illuminating Light Show - LIVE,Science Stage,2016-05-23,12:00,30
Super Duper Chemistry - LIVE,Science Stage,2016-05-23,13:00,30
Cryogenics: The Ultimate Cool - LIVE,Science Stage,2016-05-23,15:00,30
Arcs & Sparks – LIVE,Science Stage,2016-05-23,16:00,30
Sounds of Science - LIVE,Science Stage,2016-05-21,17:00,30
Fire & Fury - LIVE,Science Stage,2016-05-23,14:00,30
Exploration Station: Flower Power,Environment Gallery,2016-05-23,15:00,60
Exploration Station: Mysteries of Space,Space Place,2016-05-23,14:30,120
Special Activity: Plant a glove garden,Environment Gallery,2016-05-28,10:45,75
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-05-28,10:45,45
Exploration Station: Forensics,Bridge,2016-05-28,13:30,120
The Illuminating Light Show – LIVE,Science Stage,2016-05-28,12:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-05-28,13:00,30
Fire and Fury – LIVE,Science Stage,2016-05-28,14:00,30
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-05-28,15:00,30
Arcs & Sparks – LIVE,Science Stage,2016-05-28,16:00,30
The Sound of Science – LIVE,Science Stage,2016-05-28,17:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-05-28,12:00,30
Meet a hermit crab at the Touch Tank,Environment Gallery,2016-05-28,12:45,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-05-28,14:15,30
Special Activity: Make a glove garden,Environment Gallery,2016-05-28,15:00,60
Explore invertebrates at the Touch Tank,Environment Gallery,2016-05-28,16:30,30
Exploration Station,Body Fantastic,2016-05-28,12:45,120
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-05-28,15:15,60
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-28,13:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-28,14:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-28,15:00,45
Robotics Mission: Program a LEGO Robot,Body Fantastic,2016-05-28,16:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-05-29,10:45,60
Exploration Station: Forensics,Bridge,2016-05-29,13:30,120
The Illuminating Light Show – LIVE,Science Stage,2016-05-29,12:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-05-29,13:00,30
Fire and Fury – LIVE,Science Stage,2016-05-29,14:00,30
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-05-29,15:00,30
Arcs & Sparks – LIVE,Science Stage,2016-05-29,16:00,30
Special Activity: Make a glove garden,Environment Gallery,2016-05-29,10:45,90
Science on a Sphere Show – LIVE,Environment Gallery,2016-05-29,12:00,30
Meet a shrimp at the Touch Tank,Environment Gallery,2016-05-29,12:45,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-05-29,14:15,30
Special Activity: Make a glove garden,Environment Gallery,2016-05-29,15:00,60
Touch a sea star at the Touch Tank,Environment Gallery,2016-05-29,16:30,30
Exploration Station,Body Fantastic,2016-05-29,12:45,120
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-05-29,15:15,60
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-29,13:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-29,14:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-29,15:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-05-29,16:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-06-04,10:45,60
Take a Spin on the Multi-Axis Trainer,Body Fantastic,2016-06-04,15:15,60
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-04,15:00,45
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-04,16:00,45
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-04,14:00,45
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-04,13:00,45
Exploration Station: Human Body,Body Fantastic,2016-06-04,12:45,120
Exploration Station: Forensic Science,Bridge,2016-06-04,13:30,120
The Illuminating Light Show - LIVE,Science Stage,2016-06-04,12:00,30
Super Duper Chemistry - LIVE,Science Stage,2016-06-04,13:00,30
Fire & Fury - LIVE,Science Stage,2016-06-04,14:00,30
Cryogenics: The Ultimate Cool - LIVE,Science Stage,2016-06-04,15:00,30
Arcs & Sparks - LIVE,Science Stage,2016-06-04,16:00,30
Sound of Science - LIVE,Science Stage,2016-06-04,17:00,30
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-04,12:00,30
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-04,14:15,30
Meet a prawn at the Touch Tank,Environment Gallery,2016-06-04,16:30,30
Meet a seastar at the Touch Tank,Environment Gallery,2016-06-04,12:45,30
Exploration Station,Environment Gallery,2016-06-04,10:45,105
Workshop Activity,Science Garage,2016-06-04,11:00,120
Workshop Activity,Science Garage,2016-06-04,14:00,120
Workshop Activity,Science Garage,2016-06-04,17:00,120
The Illuminating Light Show - LIVE,Science Stage,2016-06-05,13:00,30
Fire & Fury - LIVE,Science Stage,2016-06-05,14:00,30
Cryogenics: The Ultimate Cool - LIVE,Science Stage,2016-06-05,15:00,30
Arcs & Sparks - LIVE,Science Stage,2016-06-05,16:00,30
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-05,16:00,45
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-05,15:00,45
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-05,14:00,45
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-05,13:00,45
Take a spin on the multi-axis trainer,Body Fantastic,2016-06-05,10:45,60
Take a spin on the multi-axis trainer,Body Fantastic,2016-06-05,15:15,60
Exploration Station,Body Fantastic,2016-06-05,12:45,120
Exploration Station: Forensic Science,Bridge,2016-06-05,13:30,120
Exploration Station,Environment Gallery,2016-06-05,15:00,60
Exploration Station,Environment Gallery,2016-06-05,10:45,60
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-05,12:45,30
Meet a prawn at the Touch Tank,Environment Gallery,2016-06-05,16:30,30
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-05,14:15,30
Meet a seastar at the Touch Tank,Environment Gallery,2016-06-05,12:00,30
Workshop Activity,Science Garage,2016-06-05,11:00,120
Workshop Activity,Science Garage,2016-06-05,14:00,120
World Science Festival: Sound Challenge - live broadcast,Science Stage,2016-06-05,11:30,75
Beneath the Waves - Live Dive Broadcast,Science Stage,2016-06-08,14:00:00,60
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-06-11,10:45,60
Exploration Station,Environment Gallery,2016-06-11,10:45,105
Workshop Activity - Wind Tunnel Challenge,Science Garage,2016-06-11,11:00,120
The Illuminating Light Show - LIVE,Science Stage,2016-06-11,12:00,30
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-11,12:00,30
Exploration Station: Human Body,Body Fantastic,2016-06-11,12:45,120
Meet a seastar at the Touch Tank,Environment Gallery,2016-06-11,12:45,30
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-11,13:00,45
Super Duper Chemistry - LIVE,Science Stage,2016-06-11,13:00,30
Exploration Station: Forensic Science,Bridge,2016-06-11,13:30,120
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-11,14:00,45
Fire & Fury - LIVE,Science Stage,2016-06-11,14:00,30
Workshop Activity - Circuit Blocks,Science Garage,2016-06-11,14:00,120
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-11,14:15,30
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-11,15:00,45
Cryogenics: The Ultimate Cool - LIVE,Science Stage,2016-06-11,15:00,30
Take a Spin on the Multi-Axis Trainer,Body Fantastic,2016-06-11,15:15,60
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-11,16:00,45
Arcs & Sparks - LIVE,Science Stage,2016-06-11,16:00,30
Meet a prawn at the Touch Tank,Environment Gallery,2016-06-11,16:30,30
Sound of Science - LIVE,Science Stage,2016-06-11,17:00,30
Workshop Activity - Straw Rockets,Science Garage,2016-06-11,17:00,120
Welcome Stollery Children's Hospital Foundation,Lobby,2016-06-14,18:00:00,180
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-06-18,10:45,60
Exploration Station,Environment Gallery,2016-06-18,11:15,75
The Illuminating Light Show - LIVE,Science Stage,2016-06-18,12:00,30
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-18,12:45,30
Exploration Station: Human Body,Body Fantastic,2016-06-18,12:45,120
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-18,13:00,45
Super Duper Chemistry - LIVE,Science Stage,2016-06-18,13:00,30
Exploration Station: Forensic Science,Bridge,2016-06-18,13:30,120
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-18,14:00,45
Fire & Fury - LIVE,Science Stage,2016-06-18,14:00,30
Workshop Activity - Air Compressor Rockets,Science Garage,2016-06-18,14:00,120
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-18,14:15,30
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-18,15:00,45
Cryogenics: The Ultimate Cool - LIVE,Science Stage,2016-06-18,15:00,30
Take a Spin on the Multi-Axis Trainer,Body Fantastic,2016-06-18,15:15,60
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-18,16:00,45
Arcs & Sparks - LIVE,Science Stage,2016-06-18,16:00,30
(NEW) Science Challenge - LIVE,Science Stage,2016-06-18,17:00,30
Workshop Activity - Wind Tunnel,Science Garage,2016-06-18,17:00,120
Take a spin on the multi-axis trainer,Body Fantastic,2016-06-19,10:45,60
Exploration Station,Environment Gallery,2016-06-19,11:15,75
Workshop Activity - Wind Tunnel,Science Garage,2016-06-19,11:00,120
Exploration Station,Body Fantastic,2016-06-19,12:45,120
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-19,12:45,30
The Illuminating Light Show - LIVE,Science Stage,2016-06-19,13:00,30
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-19,13:00,45
Exploration Station: Forensic Science,Bridge,2016-06-19,13:30,120
Fire & Fury - LIVE,Science Stage,2016-06-19,14:00,30
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-19,14:00,45
Workshop Activity - Catapults,Science Garage,2016-06-19,14:00,120
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-19,14:15,30
Cryogenics: The Ultimate Cool - LIVE,Science Stage,2016-06-19,15:00,30
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-19,15:00,45
Exploration Station,Environment Gallery,2016-06-19,15:00,60
Take a spin on the multi-axis trainer,Body Fantastic,2016-06-19,15:15,60
Arcs & Sparks - LIVE,Science Stage,2016-06-19,16:00,30
Robotics Mission: Program a LEGO Mindstorms robot,Robotics Lab,2016-06-19,16:00,45
(NEW) Science Challenge - LIVE,Science Stage,2016-06-25,17:00,30
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-25,12:15,30
Exploration Station: Human Body,Body Fantastic,2016-06-25,13:00,120
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-25,13:00,45
Super Duper Chemistry - LIVE,Science Stage,2016-06-25,13:00,30
Exploration Station: Forensic Science,Bridge,2016-06-25,13:30,120
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-25,14:00,45
Fire & Fury - LIVE,Science Stage,2016-06-25,14:00,30
Workshop Activity - Towers,Science Garage,2016-06-25,14:00,120
Science on a Sphere Show - LIVE,Environment Gallery,2016-06-25,13:45,30
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-25,15:00,45
Cryogenics: The Ultimate Cool - LIVE,Science Stage,2016-06-25,15:00,30
Take a Spin on the Multi-Axis Trainer,Body Fantastic,2016-06-25,14:30,105
Robotics Mission: Program a LEGO Mindstorm Robot,Robotics Lab,2016-06-25,16:00,45
Arcs & Sparks - LIVE,Science Stage,2016-06-25,16:00,30
The Illuminating Light Show - LIVE,Science Stage,2016-06-25,12:00,30
Workshop Activity - Catapults,Science Garage,2016-06-25,17:00,120
Storytime,Discoveryland,2016-06-25,11:00:00,30
Exploration Station,Discoveryland,2016-06-25,14:45:00,75
Animal Encounter,Environment Gallery,2016-06-25,15:15:00,45
Workshop Activity - Catapults,Science Garage,2016-06-25,11:00:00,120
The Illuminating Light Show - LIVE!,Science Stage,2016-06-26,12:00:00,30
Super Duper Chemistry - LIVE!,Science Stage,2016-06-26,13:00:00,30
Fire and Fury - LIVE!,Science Stage,2016-06-26,14:00,30
Cryogenics: The Ultimate in Cool - LIVE!,Science Stage,2016-06-26,15:00,30
Arcs and Sparks - LIVE!,Science Stage,2016-06-26,16:00:00,30
Storytime,Discoveryland,2016-06-26,11:00:00,30
T-Rex Visit,Lobby,2016-06-26,10:45:00,30
Science on a Sphere - Live Show,Environment Gallery,2016-06-26,12:15:00,30
Touch Tank,Environment Gallery,2016-06-26,13:00:00,30
Science on a Sphere - Live Show,Environment Gallery,2016-06-26,13:45:00,30
Multi Axis Trainer,Body Fantastic,2016-06-26,14:30:00,45
Critter Visit,Environment Gallery,2016-06-26,15:15:00,45
Multi Axis Trainer,Body Fantastic,2016-06-26,15:15:00,45
Touch Tank,Environment Gallery,2016-06-26,16:30:00,30
T-Rex Visit,Lobby,2016-06-30,10:45:00,30
Storytime,Discoveryland,2016-06-30,11:00:00,30
The Illuminating Light Show - LIVE!,Science Stage,2016-06-30,12:00:00,30
Science on a Sphere - Live Show,Environment Gallery,2016-06-30,12:15:00,30
Super Duper Chemistry - LIVE!,Science Stage,2016-06-30,13:00:00,30
Science on a Sphere - Live Show,Environment Gallery,2016-06-30,13:45:00,30
Fire and Fury - LIVE!,Science Stage,2016-06-30,14:00,30
Multi Axis Trainer,Body Fantastic,2016-06-30,14:30:00,45
Critter Visit,Environment Gallery,2016-06-30,15:15:00,45
Multi Axis Trainer,Body Fantastic,2016-06-30,15:15:00,45
Science on a Sphere - Live Show,Environment Gallery,2016-06-30,16:30:00,30
Storytime,Discoveryland,2016-07-01,11:00:00,30
Food Chemistry - LIVE!,Science Stage,2016-07-01,14:30,30
Canada Day Science Circus - Outside in Roundabout,Lobby,2016-07-01,13:00,45
Critter Visit,Environment Gallery,2016-07-01,15:15:00,45
Science on a Sphere - Live Show,Environment Gallery,2016-07-01,12:15:00,30
Canada Day Rocket Launch!!! - Outside in Roundabout,Lobby,2016-07-01,13:45,30
Science on a Sphere - Live Show,Environment Gallery,2016-07-01,13:45:00,30
Fireworks - LIVE!,Science Stage,2016-07-01,15:30,30
Multi Axis Trainer,Body Fantastic,2016-07-01,14:30:00,45
Energy - LIVE!,Science Stage,2016-07-01,16:30,30
Multi Axis Trainer,Body Fantastic,2016-07-01,15:15:00,45
Oh Canada - LIVE!,Science Stage,2016-07-01,17:30,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-01,16:30,30
T-Rex Visit,Bridge,2016-07-01,10:30:00,30
Storytime (Ages 8 and under),Discoveryland,2016-07-03,11:00:00,30
Exploration Station: Cryptography and Code Breaking,Bridge,2016-07-03,13:30,120
(NEW!) The Science Challenge - LIVE,Science Stage,2016-07-03,12:00:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-07-03,13:00:00,30
Fire and Fury – LIVE,Science Stage,2016-07-03,14:00:00,30
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-07-03,15:00:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-07-03,16:00:00,30
Arcs & Sparks – LIVE,Science Stage,2016-07-03,17:00,30
Workshop Activity: Bridge Building,Science Garage,2016-07-03,10:00:00,120
Workshop Activity: Catapults,Science Garage,2016-07-03,16:00:00,90
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-03,12:15:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-03,13:45:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-07-03,14:30,75
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-07-03,13:00:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-07-03,14:00:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-07-03,15:00:00,45
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-07-03,16:00:00,45
Animal Encounter,Environment Gallery,2016-07-03,15:30:00,30
Exploration Station,Environment Gallery,2016-07-03,16:30,30
Storytime (Ages 8 and under),Discoveryland,2016-07-04,11:00:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-04,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-07-04,13:00:00,30
Exploration Station: Cryptography and Code Breaking,Bridge,2016-07-04,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-04,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-07-04,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-07-04,14:30,75
Exploration Station,Discoveryland,2016-07-04,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-07-04,15:00:00,30
Animal Encounter,Environment Gallery,2016-07-04,15:30:00,30
