"id","start_time","title","weekend","duration","date"
157,"11:00:53","Big Blue Blocks",True,30,"2019-07-04"
158,"12:00:09","Family Science",True,120,"2019-07-04"
159,"14:00:28","Big Blue Blocks",True,120,"2019-07-04"
160,"10:30:47","Science Storytime",True,30,"2019-07-05"
161,"11:00:05","Big Blue Blocks",True,30,"2019-07-05"
162,"12:00:19","Family Science",True,120,"2019-07-05"
163,"14:00:37","Big Blue Blocks",True,60,"2019-07-05"
164,"10:30:53","Science Storytime",True,30,"2019-07-06"
165,"11:00:09","Big Blue Blocks",True,30,"2019-07-06"
166,"12:00:24","Family Science",True,120,"2019-07-06"
167,"14:00:39","Big Blue Blocks",True,120,"2019-07-06"
168,"10:30:58","Science Storytime",True,30,"2019-07-07"
169,"11:00:20","Big Blue Blocks",True,30,"2019-07-07"
170,"12:00:36","Family Science",True,120,"2019-07-07"
171,"14:00:55","Big Blue Blocks",True,120,"2019-07-07"
172,"10:30:30","Science Storytime",True,30,"2019-07-08"
173,"11:00:48","Big Blue Blocks",True,30,"2019-07-08"
174,"12:00:04","Family Science",True,90,"2019-07-08"
175,"14:00:24","Big Blue Blocks",True,120,"2019-07-08"
176,"10:30:38","Science Storytime",True,30,"2019-07-09"
177,"11:00:10","Big Blue Blocks",True,30,"2019-07-09"
178,"12:00:29","Family Science",True,90,"2019-07-09"
179,"14:00:01","Big Blue Blocks",True,120,"2019-07-09"
180,"10:30:22","Science Storytime",True,30,"2019-07-10"
181,"11:00:47","Big Blue Blocks",True,30,"2019-07-10"
182,"12:00:01","Family Science",True,90,"2019-07-10"
183,"14:00:17","Big Blue Blocks",True,120,"2019-07-10"
184,"10:30:42","Science Storytime",True,30,"2019-07-11"
185,"11:00:58","Big Blue Blocks",True,30,"2019-07-11"
186,"12:00:12","Family Science",True,90,"2019-07-11"
187,"14:00:26","Big Blue Blocks",True,120,"2019-07-11"
188,"10:30:58","Science Storytime",True,30,"2019-07-12"
189,"11:00:22","Big Blue Blocks",True,30,"2019-07-12"
190,"12:00:37","Family Science",True,90,"2019-07-12"
191,"14:00:51","Big Blue Blocks",True,120,"2019-07-12"
192,"10:30:18","Science Storytime",True,30,"2019-07-13"
193,"11:00:33","Big Blue Blocks",True,30,"2019-07-13"
194,"12:00:49","Family Science",True,90,"2019-07-13"
195,"14:00:03","Big Blue Blocks",True,120,"2019-07-13"
196,"10:30:27","Science Storytime",True,30,"2019-07-14"
197,"11:00:42","Big Blue Blocks",True,30,"2019-07-14"
198,"12:00:57","Family Science",True,90,"2019-07-14"
199,"14:00:13","Big Blue Blocks",True,120,"2019-07-14"
200,"10:30:59","Science Storytime",True,30,"2019-07-15"
201,"11:00:19","Big Blue Blocks",True,30,"2019-07-15"
202,"12:00:37","Family Science",True,90,"2019-07-15"
203,"14:00:56","Big Blue Blocks",True,120,"2019-07-15"
204,"10:30:24","Science Storytime",True,30,"2019-07-16"
205,"12:00:00","Family Science",True,90,"2019-07-16"
206,"14:00:15","Big Blue Blocks",True,120,"2019-07-15"
207,"14:00:02","Big Blue Blocks",True,120,"2019-07-16"
208,"10:30:18","Science Storytime: Spacesuits On!",True,30,"2019-07-17"
209,"12:00:36","Family Science: Constellation Lacing",True,90,"2019-07-17"
210,"14:00:54","Big Blue Blocks",True,120,"2019-07-17"
211,"10:30:13","Science Storytime",True,30,"2019-07-18"
212,"12:00:29","Family Science",True,90,"2019-07-18"
213,"14:00:21","Big Blue Blocks",True,120,"2019-07-18"
214,"10:30:37","Science Storytime",True,30,"2019-07-19"
215,"12:00:56","Family Science",True,90,"2019-07-19"
216,"14:00:13","Big Blue Blocks",True,120,"2019-07-19"
217,"10:30:35","Science Storytime",True,30,"2019-07-20"
218,"12:00:52","Family Science",True,90,"2019-07-20"
219,"14:00:07","Big Blue Blocks",True,120,"2019-07-20"
220,"10:30:27","Science Storytime",True,30,"2019-07-21"
221,"12:00:44","Family Science",True,90,"2019-07-21"
222,"14:00:59","Big Blue Blocks",True,120,"2019-07-21"
223,"10:30:13","Science Storytime",True,30,"2019-07-22"
224,"12:00:28","Family Science",True,90,"2019-07-22"
225,"14:00:45","Big Blue Blocks",True,120,"2019-07-22"
226,"10:30:59","Science Storytime",True,30,"2019-07-23"
227,"12:00:28","Family Science",True,90,"2019-07-23"
228,"14:00:45","Big Blue Blocks",True,120,"2019-07-23"
229,"10:30:06","Science Storytime",True,30,"2019-07-24"
230,"12:00:26","Family Science",True,90,"2019-07-24"
231,"14:00:42","Big Blue Blocks",True,120,"2019-07-24"
232,"10:30:07","Science Storytime",True,30,"2019-07-25"
233,"12:00:32","Family Science",True,90,"2019-07-25"
234,"14:00:49","Big Blue Blocks",True,120,"2019-07-25"
235,"10:30:49","Science Storytime",True,30,"2019-07-26"
236,"12:00:05","Family Science",True,90,"2019-07-26"
237,"14:00:19","Big Blue Blocks",True,120,"2019-07-26"
238,"10:30:45","Science Storytime",True,30,"2019-07-27"
239,"12:00:14","Family Science",True,90,"2019-07-27"
240,"14:00:30","Big Blue Blocks",True,120,"2019-07-27"
241,"10:30:49","Science Storytime",True,30,"2019-07-28"
242,"12:00:06","Family Science",True,90,"2019-07-28"
243,"14:00:22","Big Blue Blocks",True,120,"2019-07-28"
244,"10:30:52","Science Storytime",True,30,"2019-07-29"
245,"12:00:08","Family Science",True,90,"2019-07-29"
246,"14:30:28","Backyard Science",True,60,"2019-07-29"
247,"10:30:52","Science Storytime",True,30,"2019-07-30"
248,"12:00:11","Family Science",True,90,"2019-07-30"
249,"14:30:25","Backyard Science",True,60,"2019-07-30"
250,"10:30:55","Science Storytime",True,30,"2019-07-31"
251,"12:00:11","Family Science",True,90,"2019-07-31"
252,"14:30:25","Backyard Science",True,60,"2019-07-31"
253,"10:30:45","Science Storytime",True,30,"2019-08-01"
254,"12:00:01","Family Science",True,90,"2019-08-01"
255,"14:30:17","Backyard Science",True,60,"2019-08-01"
256,"10:30:38","Science Storytime",True,30,"2019-08-02"
257,"12:00:56","Family Science",True,90,"2019-08-02"
258,"14:30:12","Backyard Science",True,60,"2019-08-02"
259,"10:30:10","Science Storytime",True,30,"2019-08-03"
260,"12:00:27","Family Science",True,90,"2019-08-03"
261,"14:30:40","Backyard Science",True,60,"2019-08-03"
262,"10:30:03","Science Storytime",True,30,"2019-08-04"
263,"12:00:19","Family Science",True,90,"2019-08-05"
264,"14:30:38","Backyard Science",True,60,"2019-08-05"
265,"10:30:45","Science Storytime",True,30,"2019-08-05"
266,"10:30:05","Science Storytime",True,30,"2019-08-06"
267,"12:00:23","Family Science",True,90,"2019-08-06"
268,"14:30:43","Backyard Science",True,60,"2019-08-06"
269,"10:30:29","Science Storytime",True,30,"2019-08-07"
270,"12:00:49","Family Science",True,90,"2019-08-07"
271,"14:30:06","Backyard Science",True,60,"2019-08-07"
272,"10:30:25","Science Storytime",True,30,"2019-08-08"
273,"12:00:44","Family Science",True,90,"2019-08-08"
274,"14:30:01","Backyard Science",True,60,"2019-08-08"
275,"10:30:18","Science Storytime",True,30,"2019-08-09"
276,"12:00:15","Family Science",True,90,"2019-08-09"
277,"14:30:29","Backyard Science",True,60,"2019-08-09"
278,"10:30:46","Science Storytime",True,30,"2019-08-10"
279,"12:00:14","Family Science",True,90,"2019-08-10"
280,"14:30:29","Backyard Science",True,60,"2019-08-10"
281,"10:30:49","Science Storytime",True,30,"2019-08-11"
282,"12:00:15","Family Science",True,90,"2019-08-11"
283,"14:30:32","Backyard Science",True,60,"2019-08-11"
284,"10:30:51","Science Storytime",True,30,"2019-08-12"
285,"12:00:06","Family Science",True,90,"2019-08-12"
286,"14:30:26","Backyard Science",True,60,"2019-08-12"
287,"10:30:42","Science Storytime",True,30,"2019-08-13"
288,"12:00:57","Family Science",True,90,"2019-08-13"
289,"14:30:12","Backyard Science",True,60,"2019-08-13"
290,"10:30:30","Science Storytime",True,30,"2019-08-14"
291,"12:00:46","Family Science",True,90,"2019-08-14"
292,"14:30:20","Backyard Science",True,60,"2019-08-14"
293,"10:30:37","Science Storytime",True,30,"2019-08-15"
294,"12:00:51","Family Science",True,90,"2019-08-15"
295,"14:30:15","Backyard Science",True,60,"2019-08-15"
296,"10:30:34","Science Storytime",True,30,"2019-08-16"
297,"12:00:48","Family Science",True,90,"2019-08-16"
298,"14:30:08","Backyard Science",True,60,"2019-08-16"
299,"10:30:34","Science Storytime",True,30,"2019-08-17"
300,"12:00:52","Family Science",True,90,"2019-08-17"
301,"14:30:11","Backyard Science",True,60,"2019-08-17"
302,"10:30:51","Science Storytime",True,30,"2019-08-18"
303,"12:00:08","Family Science",True,90,"2019-08-18"
304,"14:30:27","Backyard Science",True,60,"2019-08-18"
305,"10:30:43","Science Storytime",True,30,"2019-08-19"
306,"12:00:58","Family Science",True,90,"2019-08-19"
307,"14:30:14","Backyard Science",True,60,"2019-08-19"
308,"10:30:32","Science Storytime",True,30,"2019-08-20"
309,"12:00:49","Family Science",True,90,"2019-08-20"
310,"14:30:06","Backyard Science",True,60,"2019-08-20"
311,"10:30:24","Science Storytime",True,30,"2019-08-21"
312,"12:00:13","Family Science",True,90,"2019-08-21"
313,"14:30:36","Backyard Science",True,60,"2019-08-21"
314,"10:30:56","Science Storytime",True,30,"2019-08-22"
315,"12:00:12","Family Science",True,90,"2019-08-22"
316,"14:30:27","Backyard Science",True,60,"2019-08-22"
317,"10:30:00","Science Storytime",True,30,"2019-08-23"
318,"12:00:05","Family Science",True,90,"2019-08-23"
319,"14:30:19","Backyard Science",True,60,"2019-08-23"
320,"10:30:39","Science Storytime",True,30,"2019-08-24"
321,"12:00:04","Family Science",True,90,"2019-08-24"
322,"14:30:18","Backyard Science",True,60,"2019-08-24"
323,"10:45:19","Science Storytime",True,30,"2019-08-25"
324,"12:00:53","Family Science",True,90,"2019-08-25"
325,"14:30:13","Backyard Science",True,60,"2019-08-25"
326,"10:30:33","Science Storytime",True,30,"2019-08-26"
327,"12:00:50","Family Science",True,90,"2019-08-26"
328,"14:30:04","Backyard Science",True,60,"2019-08-26"
329,"10:30:23","Science Storytime",True,30,"2019-08-27"
330,"12:00:45","Family Science",True,90,"2019-08-27"
331,"14:30:00","Backyard Science",True,60,"2019-08-27"
332,"10:30:18","Science Storytime",True,30,"2019-08-28"
333,"12:00:34","Family Science",True,90,"2019-08-28"
334,"14:30:49","Backyard Science",True,60,"2019-08-28"
335,"10:30:06","Science Storytime",True,30,"2019-08-29"
336,"12:00:21","Family Science",True,90,"2019-08-29"
337,"14:30:36","Backyard Science",True,60,"2019-08-29"
338,"10:30:53","Science Storytime",True,30,"2019-08-30"
339,"12:00:08","Family Science",True,90,"2019-08-30"
340,"14:30:27","Backyard Science",True,60,"2019-08-30"
341,"10:30:44","Science Storytime",True,30,"2019-08-31"
342,"12:00:59","Family Science",True,90,"2019-08-31"
343,"14:30:14","Backyard Science",True,60,"2019-08-31"
344,"10:30:51","Science Storytime",True,30,"2019-09-01"
345,"12:00:07","Family Science",True,90,"2019-09-01"
346,"14:30:23","Backyard Science",True,60,"2019-09-01"
347,"10:30:44","Science Storytime",True,30,"2019-09-02"
348,"12:00:14","Family Science",True,90,"2019-09-02"
349,"14:30:30","Backyard Science",True,60,"2019-09-02"
350,"10:30:42","Science Storytime",True,30,"2019-09-07"
351,"12:00:59","Family Science",True,90,"2019-09-07"
352,"14:30:42","Backyard Science",True,60,"2019-09-07"
353,"10:30:06","Science Storytime",True,30,"2019-09-08"
354,"12:00:23","Family Science",True,90,"2019-09-08"
355,"14:30:40","Backyard Science",True,60,"2019-09-08"
356,"10:30:10","Science Storytime",True,30,"2019-09-09"
357,"12:00:25","Family Science",True,90,"2019-09-09"
359,"12:00:15","Family Science",True,90,"2019-09-10"
361,"11:00:45","Science Storytime",True,30,"2019-09-11"
362,"12:00:20","Family Science",True,90,"2019-09-11"
365,"10:30:44","Science Storytime",True,30,"2019-09-14"
366,"11:30:05","Family Science",True,60,"2019-09-14"
367,"14:30:17","Backyard Science",True,30,"2019-09-14"
368,"10:30:41","Science Storytime",True,30,"2019-09-15"
369,"12:00:00","Family Science: Spend quality time together exploring science!",True,90,"2019-09-06"
370,"14:30:04","Backyard Science: Find the staff in a purple labcoat to start your adventure",True,60,"2019-09-06"
371,"12:00:34","Family Science",True,90,"2019-09-15"
372,"14:30:50","Backyard Science",True,60,"2019-09-15"
373,"10:30:16","Science Storytime: A House for Hermit Crab",True,30,"2019-09-16"
374,"12:00:38","Family Science: Jellyfish Craft",True,90,"2019-09-16"
376,"10:30:18","Science Storytime: A House for Hermit Crab",True,30,"2019-09-17"
377,"12:00:37","Family Science: Jellyfish Craft",True,90,"2019-09-17"
378,"10:30:59","Science Storytime: A House for Hermit Crab",True,30,"2019-09-18"
379,"12:00:19","Family Science: Jellyfish Craft",True,90,"2019-09-18"
380,"10:30:39","Science Storytime: A House for Hermit Crab",True,30,"2019-09-19"
381,"10:30:49","Science Storytime: A House for Hermit Crab",True,30,"2019-09-19"
382,"12:00:10","Family Science: Jellyfish Craft",True,90,"2019-09-19"
383,"10:30:40","Science Storytime: A House for Hermit Crab",True,30,"2019-09-20"
384,"12:00:02","Family Science: Jellyfish Craft",True,90,"2019-09-20"
385,"10:30:46","Science Storytime: A House for Hermit Crab",True,30,"2019-09-21"
386,"12:00:07","Family Science: Jellyfish Craft",True,90,"2019-09-21"
388,"10:30:53","Science Storytime: A House for Hermit Crab",True,30,"2019-09-22"
389,"12:00:13","Family Science: Jellyfish Craft",True,90,"2019-09-22"
390,"14:30:33","Backyard Science Adventure",True,60,"2019-09-22"
391,"12:00:05","Family Science",True,60,"2019-09-23"
392,"10:30:28","Science Storytime",True,30,"2019-09-23"
393,"12:00:31","Family Science",True,60,"2019-09-24"
394,"10:30:08","Science Storytime",True,30,"2019-09-25"
395,"12:00:28","Family Science",True,90,"2019-09-25"
396,"10:30:51","Science Storytime",True,30,"2019-09-27"
398,"10:30:40","Science Storytime",True,30,"2019-09-28"
399,"12:00:59","Family Science",True,90,"2019-09-28"
400,"14:30:27","Backyard Science Adventure",True,60,"2019-09-28"
401,"10:30:51","Science Storytime",True,30,"2019-09-29"
402,"12:00:06","Family Science",True,90,"2019-09-29"
403,"14:30:22","Backyard Science Adventure",True,60,"2019-09-29"
404,"14:30:46","Backyard Science Adventure",True,30,"2019-09-21"
405,"12:00:04","Family Science",True,90,"2019-10-01"
406,"10:30:45","Science Storytime",True,30,"2019-10-02"
407,"12:00:12","Family Science",True,90,"2019-10-02"
408,"10:30:59","Science Storytime",True,30,"2019-10-03"
409,"11:30:26","Family Science",True,60,"2019-10-03"
410,"11:15:45","Family Science",True,60,"2019-10-04"
411,"10:30:12","Science Storytime",True,30,"2019-10-05"
412,"12:00:29","Family Science",True,90,"2019-10-05"
413,"14:30:48","Backyard Science Adventure",True,60,"2019-10-05"
414,"10:30:47","Science Storytime",True,30,"2019-10-06"
415,"12:00:03","Family Science",True,90,"2019-10-06"
416,"14:30:22","Backyard Science Adventure",True,60,"2019-10-06"
417,"10:30:37","Science Storytime",True,30,"2019-10-07"
418,"12:00:53","Family Science Activity",True,90,"2019-10-07"
419,"11:30:50","Family Science Activity",True,60,"2019-10-08"
420,"10:30:23","Science Storytime",True,30,"2019-10-09"
421,"12:00:38","Family Science Activity",True,90,"2019-10-10"
422,"11:45:26","Family Science Activity",True,30,"2019-10-11"
423,"10:30:06","Science Storytime",True,30,"2019-10-12"
424,"12:00:20","Family Science Activity",True,90,"2019-10-12"
425,"14:30:38","Backyard Science Adventure",True,60,"2019-10-12"
426,"10:30:59","Science Storytime",True,30,"2019-10-13"
427,"12:00:22","Family Science Activity",True,90,"2019-10-13"
428,"14:30:38","Backyard Science Adventure",True,60,"2019-10-13"
429,"10:30:57","Science Storytime",True,30,"2019-10-14"
430,"12:00:50","Family Science Activity",True,90,"2019-10-14"
431,"14:30:11","Backyard Science Adventure",True,60,"2019-10-14"
432,"12:30:00","Edmonton Khalsa School",True,30,"2019-10-08"
433,"10:30:12","Science Storytime",True,30,"2019-10-15"
434,"12:45:33","Family Science Activity",True,60,"2019-10-15"
435,"10:30:04","Science Storytime",True,30,"2019-10-17"
436,"12:00:32","Family Science Activity",True,90,"2019-10-17"
437,"10:30:20","Science Storytime",True,30,"2019-10-18"
438,"11:45:35","Family Science Activity",True,60,"2019-10-18"
439,"10:30:05","Science Storytime",True,30,"2019-10-19"
440,"12:00:20","Family Science Activity",True,90,"2019-10-19"
441,"14:30:40","Backyard Science Adventure",True,60,"2019-10-19"
442,"10:30:06","Science Storytime",True,30,"2019-10-20"
443,"12:00:26","Family Science Activity",True,90,"2019-10-20"
444,"14:30:15","Backyard Science Adventure",True,60,"2019-10-20"
445,"12:30:17","Pollard Meadows School",True,30,"2019-10-11"
446,"10:30:55","Science Storytime",True,30,"2019-10-16"
447,"11:15:22","Family Science Activity",True,60,"2019-10-16"
448,"10:30:49","Science Storytime",True,30,"2019-10-21"
449,"12:00:36","Family Science Activity",True,90,"2019-10-21"
450,"11:45:10","Family Science Activity",True,60,"2019-10-22"
451,"10:30:12","Science Storytime",True,30,"2019-10-25"
452,"12:00:31","Family Science Activity",True,90,"2019-10-25"
453,"10:30:00","Science Storytime",True,30,"2019-10-26"
454,"12:00:17","Family Science Activity",True,90,"2019-10-26"
455,"14:30:34","Backyard Science Adventure",True,60,"2019-10-26"
456,"10:30:54","Science Storytime",True,30,"2019-10-27"
457,"12:00:10","Family Science Activity",True,90,"2019-10-27"
458,"14:30:27","Backyard Science Adventure",True,60,"2019-10-27"
459,"10:30:39","Science Storytime",True,30,"2019-10-23"
460,"11:45:06","Family Science Activity",True,60,"2019-10-28"
461,"10:30:21","Science Storytime",True,30,"2019-10-31"
463,"10:30:56","Science Storytime",True,30,"2019-11-02"
464,"12:00:27","Family Science Activity",True,90,"2019-11-02"
465,"14:30:42","Backyard Science Adventure",True,60,"2019-11-02"
466,"10:30:06","Science Storytime",True,30,"2019-11-03"
467,"12:00:20","Family Science Activity",True,90,"2019-11-03"
468,"14:30:33","Backyard Science Adventure",True,60,"2019-11-03"
469,"10:15:10","Science Storytime",True,30,"2019-11-04"
470,"10:45:20","Family Science Activity",True,60,"2019-11-06"
471,"10:30:52","Science Storytime",True,30,"2019-11-09"
472,"12:00:05","Family Science Activity",True,90,"2019-11-09"
473,"14:30:22","Backyard Science Adventure",True,60,"2019-11-09"
474,"10:30:38","Science Storytime",True,30,"2019-11-10"
475,"12:00:54","Family Science Activity",True,90,"2019-11-10"
476,"14:30:08","Backyard Science Adventure",True,60,"2019-11-10"
477,"10:30:28","Science Storytime",True,30,"2019-11-11"
478,"12:00:40","Family Science Activity",True,90,"2019-11-11"
479,"14:30:55","Backyard Science Adventure",True,60,"2019-11-11"
481,"12:00:03","Family Science Activity",True,90,"2019-11-12"
482,"14:30:35","Backyard Science Adventure",True,60,"2019-11-12"
483,"12:00:01","Family Science Activity",True,90,"2019-11-13"
484,"14:30:18","Backyard Science Adventure",True,60,"2019-11-13"
485,"10:45:54","Science Storytime",True,30,"2019-11-14"
486,"11:45:11","Family Science Activity",True,60,"2019-11-14"
487,"10:15:26","Science Storytime",True,30,"2019-11-15"
488,"10:30:33","Science Storytime",True,30,"2019-11-16"
489,"12:00:46","Family Science Activity",True,90,"2019-11-16"
490,"14:30:59","Backyard Science Adventure",True,60,"2019-11-16"
491,"10:30:26","Science Storytime",True,30,"2019-11-17"
492,"12:00:40","Family Science Activity",True,90,"2019-11-17"
493,"14:30:58","Backyard Science Adventure",True,60,"2019-11-17"
494,"10:30:17","Science Storytime",True,30,"2019-11-18"
495,"12:15:18","Family Science Activity",True,90,"2019-11-18"
496,"10:30:55","Science Storytime",True,30,"2019-11-23"
497,"12:00:09","Family Science Activity",True,90,"2019-11-23"
498,"14:30:31","Backyard Science Adventures",True,60,"2019-11-23"
